Depth_m,BC
255.405,2.086
255.416,2.364
255.427,2.443
255.438,1.365
255.449,-0.825
255.46,-1.185
255.471,-1.117
255.482,-1.17
255.492,-1.155
255.503,-1.268
255.514,-1.209
255.525,-1.277
255.536,-1.218
255.547,-1.097
255.558,-1.089
255.569,-0.983
255.58,-0.194
255.591,1.343
255.602,1.103
255.613,1.036
255.624,0.511
255.635,0.505
255.646,0.895
255.657,1.104
255.668,0.92
255.678,1.922
255.689,3.313
255.7,3.725
255.711,2.771
255.722,3.364
255.733,3.015
255.744,2.046
255.755,0.778
255.766,-0.039
255.777,-0.391
255.788,-0.721
255.799,-0.765
255.81,-0.765
255.821,-0.487
255.832,-0.329
255.843,0.129
255.854,0.812
255.864,0.707
255.875,1.181
255.886,1.368
255.897,1.999
255.908,1.323
255.919,0.48
255.93,0.101
255.941,-0.428
255.952,-0.821
255.963,-0.903
255.974,-1.045
255.985,-1.067
255.996,-1.26
256.007,-1.295
256.018,-1.233
256.029,-1.118
256.04,-0.38
256.05,0.019
256.061,0.125
256.072,0.487
256.083,0.323
256.094,-0.074
256.105,-0.411
256.116,-0.307
256.127,-0.413
256.138,-0.384
256.149,0.02
256.16,0.042
256.171,0.542
256.182,0.17
256.193,-0.021
256.204,-0.286
256.215,-0.453
256.226,-0.627
256.236,-0.698
256.247,-1.059
256.258,-1.142
256.269,-1.169
256.28,-1.016
256.291,-1.095
256.302,-0.729
256.313,-0.633
256.324,-0.515
256.335,-0.226
256.346,0.234
256.357,1.683
256.368,3.587
256.379,4.643
256.39,7.267
256.401,5.709
256.411,7.177
256.422,8.43
256.433,8.047
256.444,4.034
256.455,3.366
256.466,3.028
256.477,1.851
256.488,1.192
256.499,0.196
256.51,-0.478
256.521,-0.784
256.532,-1.015
256.543,-1.176
256.554,-0.729
256.565,-0.244
256.576,-0.271
256.587,-0.232
256.598,-0.254
256.608,-0.323
256.619,-0.029
256.63,-0.373
256.641,-0.08
256.652,-0.006
256.663,1.629
256.674,3.167
256.685,3.191
256.696,4.441
256.707,5.866
256.718,6.865
256.729,2.658
256.74,-0.296
256.751,-0.548
256.762,-0.694
256.773,-0.481
256.784,-0.447
256.794,-0.345
256.805,-0.005
256.816,-0.328
256.827,-0.389
256.838,-0.571
256.849,-0.752
256.86,-0.718
256.871,-0.519
256.882,-0.208
256.893,0.14
256.904,-0.067
256.915,0.538
256.926,1.176
256.937,2.032
256.948,2.58
256.959,2.273
256.969,2.5
256.98,2.225
256.991,1.352
257.002,-0.48
257.013,-1.31
257.024,-1.302
257.035,-1.332
257.046,-1.37
257.057,-1.25
257.068,-1.229
257.079,-0.96
257.09,-0.777
257.101,-0.785
257.112,-0.5
257.123,-0.62
257.134,-0.231
257.145,1.254
257.156,1.27
257.166,1.872
257.177,1.161
257.188,0.189
257.199,-0.308
257.21,-0.27
257.221,-0.143
257.232,-0.036
257.243,-0.469
257.254,-1.178
257.265,-1.228
257.276,-1.24
257.287,-1.103
257.298,-0.876
257.309,-0.945
257.32,-0.947
257.331,-0.806
257.342,-0.252
257.352,-0.05
257.363,-0.17
257.374,0.077
257.385,0.497
257.396,0.49
257.407,0.692
257.418,1.015
257.429,0.679
257.44,0.065
257.451,-0.25
257.462,-0.486
257.473,-1.035
257.484,-1.028
257.495,-1.018
257.506,-1.072
257.517,-1.102
257.527,-0.927
257.538,-0.722
257.549,-0.629
257.56,-0.439
257.571,-0.607
257.582,-0.491
257.593,-0.382
257.604,-0.018
257.615,0.12
257.626,0.264
257.637,0.833
257.648,-0.151
257.659,-0.999
257.67,-1.06
257.681,-1.039
257.692,-1.062
257.703,-1.11
257.714,-1.089
257.724,-1.235
257.735,-1.357
257.746,-1.345
257.757,-1.083
257.768,-1.025
257.779,-1.017
257.79,-0.935
257.801,-0.402
257.812,-0.237
257.823,-0.162
257.834,-0.538
257.845,-0.315
257.856,-0.369
257.867,-0.063
257.878,0.264
257.889,0.142
257.9,0.724
257.91,0.053
257.921,0.62
257.932,0.43
257.943,0.467
257.954,-0.544
257.965,-1.053
257.976,-1.126
257.987,-0.976
258.009,-0.99
258.02,-0.989
258.031,-1.009
258.042,-0.993
258.053,-0.97
258.064,-0.744
258.075,-0.405
258.085,-0.449
258.096,-0.462
258.107,-0.4
258.118,0.143
258.129,0.393
258.14,0.741
258.151,1.052
258.162,0.579
258.173,-0.457
258.184,-0.676
258.195,-0.814
258.206,-0.942
258.217,-0.899
258.228,-0.893
258.239,-0.948
258.25,-0.778
258.261,-0.75
258.271,-0.715
258.282,-0.913
258.293,-1.208
258.304,-1.12
258.315,-1.183
258.326,-1.102
258.337,-0.914
258.348,-0.887
258.359,-0.695
258.37,-0.459
258.381,0.279
258.392,0.708
258.403,1.588
258.414,1.522
258.425,0.975
258.436,0.864
258.447,3.394
258.457,3.203
258.468,2.852
258.479,1.234
258.49,-0.498
258.501,-0.779
258.512,-0.966
258.523,-0.937
258.534,-0.752
258.545,-0.175
258.556,0.605
258.567,0.253
258.578,0.284
258.589,0.271
258.6,0.423
258.611,0.456
258.622,0.467
258.633,0.507
258.643,0.547
258.654,0.97
258.665,1.616
258.676,1.877
258.687,1.68
258.698,0.598
258.709,-0.419
258.72,-0.519
258.731,-0.596
258.742,-0.763
258.753,-0.938
258.764,-1.24
258.775,-1.302
258.786,-1.326
258.797,-1.1
258.808,-1.045
258.819,-0.869
258.829,-0.934
258.84,-0.931
258.851,-0.983
258.862,-0.693
258.873,-0.776
258.884,-0.664
258.895,-0.702
258.906,-0.651
258.917,0.094
258.928,0.81
258.939,0.743
258.95,0.051
258.961,-0.323
258.972,-0.285
258.983,0.065
258.994,-0.404
259.005,-0.792
259.015,-1.104
259.026,-1.047
259.037,-1.175
259.048,-1.13
259.059,-1.054
259.07,-0.94
259.081,-0.886
259.092,-0.877
259.103,-0.791
259.114,0.31
259.125,0.432
259.136,0.594
259.147,1.817
259.158,0.869
259.169,-1.021
259.18,-1.033
259.191,-0.835
259.201,-0.863
259.212,-0.487
259.223,-0.6
259.234,-0.97
259.245,-1.012
259.256,-1.04
259.267,-1.016
259.278,-0.986
259.289,-0.844
259.3,-0.747
259.311,-0.701
259.322,-0.453
259.333,-0.226
259.344,-0.412
259.355,0.212
259.366,1.743
259.377,2.03
259.387,2.593
259.398,3.216
259.409,2.804
259.42,2.581
259.431,2.295
259.442,1.378
259.453,0.193
259.464,-0.711
259.475,-0.75
259.486,-0.766
259.497,-0.781
259.508,-0.617
259.519,-0.687
259.53,-0.607
259.541,-0.549
259.552,-0.077
259.563,-0.002
259.573,0.134
259.584,0.0
259.595,-0.239
259.606,0.414
259.617,0.887
259.628,1.135
259.639,0.993
259.65,1.385
259.661,0.883
259.672,-0.549
259.683,-0.976
259.694,-0.991
259.705,-1.028
259.716,-1.073
259.727,-1.087
259.738,-1.057
259.748,-0.938
259.759,-0.782
259.77,-0.756
259.781,-0.789
259.792,-0.701
259.803,-0.771
259.814,-0.69
259.825,-0.225
259.836,1.036
259.847,2.642
259.858,2.606
259.869,2.802
259.88,3.351
259.891,3.367
259.902,2.868
259.913,2.039
259.924,2.485
259.934,1.835
259.945,1.011
259.956,0.118
259.967,0.478
259.978,-0.054
259.989,0.103
260.033,-0.558
260.044,-0.448
260.055,-0.332
260.066,-0.282
260.077,-0.186
260.088,-0.104
260.099,0.03
260.11,-0.353
260.12,-0.682
260.131,-1.108
260.142,-1.053
260.153,-1.021
260.164,-1.011
260.175,-0.985
260.186,-0.869
260.197,-0.573
260.208,-0.615
260.219,-0.537
260.23,-0.138
260.241,1.408
260.252,1.797
260.263,0.857
260.274,0.209
260.285,0.497
260.296,0.156
260.306,-0.53
260.317,-0.643
260.328,-0.657
260.339,-0.829
260.35,-0.926
260.361,-0.94
260.372,-0.924
260.383,-0.939
260.394,-0.757
260.405,-0.644
260.416,-0.539
260.427,-0.433
260.438,-0.509
260.449,-0.477
260.46,-0.355
260.471,-0.333
260.482,0.476
260.492,0.73
260.503,1.203
260.514,0.818
260.525,1.226
260.536,0.238
260.547,-0.122
260.558,-0.917
260.569,-0.961
260.58,-1.073
260.591,-1.109
260.602,-0.995
260.613,-0.655
260.624,-0.594
260.635,-0.563
260.646,-0.203
260.657,0.277
260.668,0.134
260.678,0.455
260.689,0.718
260.7,1.009
260.711,1.639
260.722,0.626
260.733,0.386
260.744,0.714
260.755,0.718
260.766,0.873
260.777,-0.015
260.788,-0.286
260.799,-0.752
260.81,-0.999
260.821,-1.172
260.832,-1.209
260.843,-1.35
260.854,-1.438
260.864,-1.429
260.875,-1.397
260.886,-1.358
260.897,-1.289
260.908,-1.333
260.919,-1.249
260.93,-1.18
260.941,-1.103
260.952,-0.841
260.963,-0.768
260.974,-0.718
260.985,-0.512
260.996,-0.171
261.007,-0.178
261.018,0.168
261.029,-0.297
261.04,-0.076
261.05,-0.139
261.061,-0.194
261.072,-0.009
261.083,0.035
261.094,-0.348
261.105,-0.528
261.116,-1.098
261.127,-1.099
261.138,-0.995
261.149,-0.748
261.16,-0.679
261.171,-0.205
261.182,0.255
261.193,0.671
261.204,1.026
261.215,1.771
261.226,1.62
261.236,2.098
261.247,2.246
261.258,2.21
261.269,0.273
261.28,0.331
261.291,0.604
261.302,0.494
261.313,-0.419
261.324,-0.946
261.335,-0.892
261.346,-1.145
261.357,-1.164
261.368,-1.087
261.379,-0.926
261.39,-0.872
261.401,-0.225
261.412,-0.059
261.422,0.578
261.433,0.967
261.444,1.147
261.455,0.645
261.466,0.725
261.477,0.945
261.488,0.396
261.499,0.141
261.51,-0.255
261.521,-0.166
261.532,-0.374
261.543,-0.385
261.554,-0.433
261.565,-1.141
261.576,-1.459
261.587,-1.426
261.598,-1.264
261.608,-1.198
261.619,-0.327
261.63,0.386
261.641,0.094
261.652,-0.317
261.663,-0.084
261.674,0.645
261.685,2.168
261.696,2.665
261.707,3.275
261.718,0.794
261.729,-0.735
261.74,-0.721
261.751,0.337
261.762,1.38
261.773,1.439
261.784,0.853
261.794,0.177
261.805,-0.573
261.816,-1.084
261.827,-1.391
261.838,-1.488
261.849,-1.473
261.86,-1.457
261.871,-1.508
261.882,-1.485
261.893,-1.309
261.904,-1.133
261.915,-0.627
261.926,-0.674
261.937,-0.708
261.948,-0.687
261.959,-0.891
261.97,-0.787
261.98,-0.863
261.991,-0.803
262.002,-0.7
262.013,-0.628
262.024,-0.946
262.035,-1.039
262.046,-0.907
262.057,-1.127
262.068,-0.971
262.079,-1.086
262.09,-1.088
262.101,-1.111
262.112,-1.095
262.123,-1.094
262.134,-0.979
262.145,-0.898
262.155,-0.697
262.166,-0.51
262.177,-0.262
262.188,0.106
262.199,0.166
262.21,0.202
262.221,0.212
262.232,0.293
262.243,-0.064
262.254,-0.474
262.265,-0.487
262.276,-0.027
262.287,0.456
262.298,0.775
262.309,0.457
262.32,0.043
262.331,-0.422
262.342,-0.924
262.352,-1.074
262.363,-1.082
262.374,-0.963
262.385,-0.873
262.396,-0.91
262.407,-0.76
262.418,-0.685
262.429,-0.796
262.44,0.238
262.451,0.969
262.462,1.834
262.473,2.055
262.484,2.324
262.495,1.896
262.506,2.112
262.517,1.572
262.527,0.582
262.538,0.23
262.549,0.133
262.56,-0.212
262.571,-0.211
262.582,-0.885
262.593,-1.304
262.604,-1.452
262.615,-1.366
262.626,-1.464
262.637,-1.201
262.648,-0.947
262.659,-0.849
262.67,-0.721
262.681,-0.519
262.692,0.04
262.703,-0.218
262.713,-0.027
262.724,-0.243
262.735,-0.379
262.746,-0.168
262.757,-0.042
262.768,0.213
262.779,0.092
262.79,0.437
262.801,0.138
262.812,-0.131
262.823,-0.438
262.834,-0.58
262.845,-0.858
262.856,-1.257
262.867,-1.171
262.878,-1.206
262.889,-1.278
262.899,-1.276
262.91,-1.317
262.921,-1.241
262.932,-0.73
262.943,-0.766
262.954,-0.628
262.965,-0.623
262.976,-0.586
262.987,-0.169
262.998,0.039
263.009,0.478
263.02,0.93
263.031,0.991
263.042,0.623
263.053,-0.668
263.064,-1.337
263.074,-1.279
263.085,-0.757
263.096,-0.805
263.107,-1.018
263.118,-0.795
263.129,-0.663
263.14,-0.275
263.151,0.031
263.162,0.157
263.173,0.532
263.184,1.37
263.195,1.766
263.206,3.109
263.217,6.725
263.228,10.584
263.239,21.111
263.25,30.057
263.26,23.407
263.271,4.973
263.282,-1.034
263.293,-1.22
263.304,-1.228
263.315,-1.327
263.326,-1.246
263.337,-1.248
263.348,-1.174
263.359,-1.184
263.37,-1.023
263.381,-0.285
263.392,0.228
263.403,0.418
263.414,0.458
263.425,0.694
263.436,0.588
263.447,0.568
263.457,0.686
263.468,0.607
263.479,0.557
263.49,0.403
263.501,0.084
263.512,0.267
263.523,-0.191
263.534,-0.934
263.545,-1.055
263.556,-1.065
263.567,-1.181
263.578,-1.417
263.589,-1.421
263.6,-1.443
263.611,-1.431
263.622,-1.331
263.633,-0.668
263.643,-0.229
263.654,0.001
263.665,-0.067
263.676,-0.477
263.687,-0.412
263.698,0.104
263.709,0.659
263.72,0.569
263.731,1.207
263.742,2.342
263.753,2.164
263.764,2.587
263.775,1.471
263.786,0.273
263.797,0.282
263.808,0.043
263.819,-0.751
263.829,-1.141
263.84,-1.179
263.851,-0.985
263.862,-0.642
263.873,-0.561
263.884,-0.376
263.895,-0.25
263.906,-0.169
263.917,-0.094
263.928,-0.136
263.939,-0.336
263.95,-0.504
263.961,-0.176
263.972,0.138
263.983,0.152
263.994,0.467
264.005,0.129
264.015,0.237
264.026,1.058
264.037,1.52
264.048,1.748
264.059,0.646
264.07,-0.328
264.081,-1.213
264.092,-1.235
264.103,-1.25
264.114,-1.01
264.125,-0.771
264.136,-0.546
264.147,0.152
264.158,0.728
264.169,1.162
264.18,1.493
264.191,1.567
264.201,2.592
264.212,3.308
264.223,3.499
264.234,3.044
264.245,2.538
264.256,3.009
264.267,1.68
264.278,0.578
264.289,0.136
264.3,0.033
264.311,0.213
264.322,0.917
264.333,0.639
264.344,-0.675
264.355,-1.149
264.366,-1.405
264.377,-1.383
264.388,-1.377
264.398,-1.385
264.409,-1.371
264.42,-1.033
264.431,-0.699
264.442,-0.77
264.453,-0.561
264.464,-0.276
264.475,-0.284
264.486,-0.413
264.497,-0.247
264.508,-0.169
264.519,-0.339
264.53,-0.711
264.541,-1.106
264.552,-1.083
264.562,-1.271
264.573,-1.376
264.584,-1.354
264.595,-1.393
264.606,-1.483
264.617,-1.462
264.628,-1.495
264.639,-1.498
264.65,-1.158
264.661,-1.121
264.672,-0.95
264.683,-0.352
264.694,-0.708
264.705,-0.468
264.716,-0.655
264.727,-0.641
264.738,-0.261
264.748,0.27
264.759,0.403
264.77,-0.102
264.781,0.271
264.792,-0.023
264.803,-0.175
264.814,-0.22
264.825,0.08
264.836,-0.348
264.847,-0.911
264.858,-1.264
264.869,-1.378
264.88,-1.38
264.891,-1.352
264.902,-1.347
264.913,-1.345
264.924,-1.39
264.935,-1.253
264.945,-1.135
264.956,-0.597
264.967,0.877
264.978,0.801
264.989,1.15
265.0,1.405
265.011,1.62
265.022,1.049
265.033,0.788
265.044,0.038
265.055,-0.522
265.066,-0.596
265.077,-0.49
265.088,-0.61
265.099,-0.175
265.11,-0.115
265.121,-0.033
265.131,0.133
265.142,0.387
265.153,0.244
265.164,0.384
265.175,0.727
265.186,1.311
265.197,1.018
265.208,0.177
265.219,-0.902
265.23,-1.127
265.241,-1.26
265.252,-1.49
265.263,-1.433
265.274,-1.549
265.285,-1.561
265.296,-1.611
265.307,-1.647
265.317,-1.66
265.328,-1.638
265.339,-1.647
265.35,-1.507
265.361,-1.48
265.372,-1.499
265.383,-1.368
265.394,-1.139
265.405,-1.06
265.416,-0.975
265.427,-0.574
265.438,-0.32
265.449,-0.491
265.46,-0.287
265.471,-0.105
265.482,-0.088
265.492,-0.297
265.503,-0.296
265.514,-0.595
265.525,-1.06
265.536,-1.193
265.547,-1.147
265.558,-1.026
265.569,-0.906
265.58,-0.397
265.591,0.022
265.602,0.432
265.613,1.081
265.624,0.708
265.635,0.914
265.646,0.565
265.657,1.597
265.668,1.858
265.678,1.919
265.689,1.148
265.7,0.031
265.711,-0.718
265.722,-1.234
265.733,-1.427
265.744,-1.567
265.755,-1.331
265.766,-0.599
265.777,-0.415
265.788,-0.591
265.799,-0.321
265.81,-0.135
265.821,-0.098
265.832,0.277
265.843,-0.084
265.854,-0.243
265.864,-0.417
265.875,-0.067
265.886,-0.518
265.897,-0.359
265.908,-0.581
265.919,-0.03
265.93,-0.513
265.941,-0.597
265.952,-1.218
265.963,-1.368
265.974,-1.269
265.985,-1.165
265.996,-1.284
266.007,-1.041
266.018,-1.059
266.029,-0.903
266.04,-0.484
266.05,-0.539
266.061,-0.33
266.072,-0.437
266.083,-0.199
266.094,0.444
266.105,1.062
266.116,1.643
266.127,2.337
266.138,2.634
266.149,2.353
266.16,2.245
266.171,1.245
266.182,-0.507
266.193,-1.21
266.204,-1.296
266.215,-1.12
266.226,-1.207
266.236,-0.979
266.247,-0.526
266.258,-0.156
266.269,-0.161
266.28,-0.154
266.291,0.093
266.302,0.437
266.313,0.405
266.324,0.62
266.335,1.924
266.346,3.686
266.357,4.674
266.368,4.598
266.379,4.118
266.39,3.976
266.401,2.41
266.412,1.015
266.422,0.416
266.433,-0.438
266.444,-0.842
266.455,-0.869
266.466,-0.888
266.477,-1.056
266.488,-1.341
266.499,-1.266
266.51,-1.229
266.521,-1.171
266.532,-1.018
266.543,-0.746
266.554,-0.669
266.565,-0.227
266.576,-0.072
266.587,-0.133
266.598,-0.066
266.608,-0.022
266.619,-0.113
266.63,-0.033
266.641,0.31
266.652,-0.375
266.663,-1.081
266.674,-0.862
266.685,-1.018
266.696,-1.152
266.707,-1.45
266.718,-1.522
266.729,-1.422
266.74,-1.343
266.751,-1.416
266.762,-1.376
266.773,-1.296
266.784,-1.052
266.794,-1.193
266.805,-1.2
266.816,-1.113
266.827,-1.245
266.838,-1.287
266.849,-1.036
266.86,-0.656
266.871,-0.755
266.882,-0.344
266.893,0.625
266.904,0.785
266.915,0.728
266.926,1.542
266.937,2.079
266.948,2.692
266.959,2.865
266.97,2.776
266.98,1.77
266.991,0.958
267.002,0.08
267.013,-0.494
267.024,-0.807
267.035,-1.12
267.046,-1.081
267.057,-1.034
267.068,-1.016
267.079,-0.668
267.09,-0.098
267.101,-0.069
267.112,0.748
267.123,0.963
267.134,0.158
267.145,0.567
267.156,0.436
267.166,0.403
267.177,0.424
267.188,0.273
267.199,0.564
267.21,-0.021
267.221,-0.088
267.232,0.054
267.243,-0.027
267.254,-0.011
267.265,-0.596
267.276,-0.813
267.287,-0.986
267.298,-1.039
267.309,-1.093
267.32,-1.036
267.331,-1.076
267.341,-1.132
267.352,-0.641
267.363,-0.187
267.374,0.198
267.385,1.663
267.396,3.13
267.407,3.804
267.418,4.21
267.429,1.083
267.44,-0.746
267.451,-0.85
267.462,-0.459
267.473,0.314
267.484,0.35
267.495,0.214
267.506,0.117
267.517,0.144
267.527,-0.119
267.538,-0.19
267.549,-0.669
267.56,-1.088
267.571,-0.921
267.582,-0.969
267.593,-0.797
267.604,-0.25
267.615,-0.189
267.626,0.178
267.637,0.688
267.648,1.88
267.659,3.53
267.67,6.597
267.681,8.779
267.692,8.891
267.703,9.363
267.713,8.503
267.724,8.82
267.735,7.36
267.746,4.564
267.757,4.079
267.768,3.04
267.779,0.951
267.79,-0.652
267.801,-0.845
267.812,-0.769
267.823,-1.008
267.834,-1.0
267.845,-0.922
267.856,-0.987
267.867,-0.946
267.878,-0.627
267.889,-0.323
267.899,0.371
267.91,0.526
267.921,0.688
267.932,1.301
267.943,2.363
267.954,1.473
267.965,2.178
267.976,1.075
267.987,0.699
267.998,-0.359
268.009,-1.238
268.02,-1.163
268.031,-1.029
268.042,-1.143
268.053,-1.138
268.064,-0.758
268.075,-0.573
268.085,-0.17
268.096,0.293
268.107,0.659
268.118,0.711
268.129,0.914
268.14,0.893
268.151,1.801
268.162,1.607
268.173,0.371
268.184,-0.625
268.195,-0.969
268.206,-1.208
268.217,-1.2
268.228,-0.869
268.239,-0.599
268.25,-0.278
268.261,-0.212
268.271,-0.383
268.282,-0.472
268.293,-0.297
268.304,-0.502
268.315,-0.405
268.326,-0.103
268.337,0.14
268.348,0.556
268.359,1.109
268.37,0.731
268.381,0.968
268.392,0.297
268.403,-0.523
268.414,-1.26
268.425,-1.187
268.436,-1.258
268.447,-1.256
268.457,-1.18
268.468,-1.21
268.479,-1.234
268.49,-1.063
268.501,-1.184
268.512,-1.079
268.523,-0.913
268.534,-0.755
268.545,-0.82
268.556,-0.825
268.567,-0.552
268.578,-0.511
268.589,-0.066
268.6,0.282
268.611,0.734
268.622,0.062
268.633,-0.761
268.643,-1.082
268.654,-1.058
268.665,-1.072
268.676,-1.048
268.687,-1.085
268.698,-1.042
268.709,-1.066
268.72,-0.851
268.731,-0.546
268.742,-0.532
268.753,-0.765
268.764,-0.406
268.775,-0.465
268.786,-0.245
268.797,-0.296
268.808,-0.49
268.819,-0.211
268.829,0.287
268.84,0.882
268.851,1.315
268.862,1.583
268.873,1.778
268.884,2.37
268.895,2.137
268.906,1.888
268.917,-0.568
268.928,-0.651
268.939,-0.81
268.95,-0.955
268.961,-1.085
268.972,-1.027
268.983,-1.066
268.994,-1.021
269.004,-0.922
269.015,-0.711
269.026,-0.529
269.037,-0.444
269.048,-0.013
269.059,-0.257
269.07,-0.546
269.081,-0.759
269.092,-0.42
269.103,-0.575
269.114,-0.267
269.125,-0.341
269.136,-0.349
269.147,-0.376
269.158,-0.63
269.169,-0.473
269.18,-0.364
269.191,-0.49
269.201,-0.888
269.212,-0.934
269.223,-1.146
269.234,-1.065
269.245,-0.854
269.256,-0.881
269.267,-1.055
269.278,-0.786
269.289,-0.598
269.3,-0.02
269.311,0.17
269.322,-0.338
269.333,-0.359
269.344,-0.027
269.355,0.222
269.366,0.883
269.377,1.236
269.387,1.153
269.398,0.552
269.409,-0.591
269.42,-0.833
269.431,-0.852
269.442,-1.132
269.453,-1.023
269.464,-0.973
269.475,-1.051
269.486,-1.0
269.497,-1.008
269.508,-0.935
269.519,-0.396
269.53,1.089
269.541,0.789
269.552,1.073
269.562,1.215
269.573,1.1
269.584,0.984
269.595,0.568
269.606,0.229
269.617,0.083
269.628,-0.121
269.639,-0.277
269.65,-0.351
269.661,-0.371
269.672,-0.277
269.683,-0.34
269.694,-0.477
269.705,-0.193
269.716,-0.433
269.727,-0.151
269.738,-0.064
269.748,-0.115
269.759,-0.445
269.77,-0.43
269.781,-0.415
269.792,-0.581
269.803,-0.739
269.814,-0.53
269.825,-0.47
269.836,-0.521
269.847,-0.378
269.858,-0.075
269.869,0.191
269.88,0.275
269.891,0.488
269.902,0.663
269.913,0.462
269.924,0.194
269.935,0.032
269.945,-0.025
269.956,-0.098
269.967,-0.261
269.978,-0.364
269.989,-0.363
270.011,-0.505
270.022,-0.86
270.033,-0.72
270.044,-0.257
270.055,-0.269
270.066,-0.086
270.077,0.254
270.088,0.617
270.099,0.569
270.11,0.854
270.121,1.17
270.131,1.18
270.142,0.6
270.153,-0.135
270.164,-0.868
270.175,-1.052
270.186,-1.062
270.197,-0.836
270.208,-0.799
270.219,-0.319
270.23,0.628
270.241,0.937
270.252,0.645
270.263,1.522
270.274,1.094
270.285,2.107
270.296,3.112
270.306,3.344
270.317,3.29
270.328,1.451
270.339,-0.484
270.35,-0.986
270.361,-1.134
270.372,-0.974
270.383,-0.866
270.394,-0.901
270.405,-0.843
270.416,-0.632
270.427,-0.408
270.438,-0.225
270.449,0.034
270.46,0.144
270.471,0.266
270.482,0.322
270.492,0.915
270.503,0.684
270.514,0.153
270.525,-0.628
270.536,-0.535
270.547,-0.669
270.558,-0.684
270.569,-0.51
270.58,-0.36
270.591,-0.659
270.602,-1.026
270.613,-1.087
270.624,-1.133
270.635,-1.111
270.646,-1.097
270.657,-1.141
270.668,-1.065
270.679,-1.005
270.689,-0.478
270.7,-0.34
270.711,-0.264
270.722,-0.329
270.733,-0.26
270.744,-0.333
270.755,-0.446
270.766,-0.628
270.777,-0.501
270.788,-0.372
270.799,0.22
270.81,0.159
270.821,0.159
270.832,0.271
270.843,0.159
270.854,-0.253
270.865,-0.672
270.875,-0.828
270.886,-0.932
270.897,-0.909
270.908,-0.846
270.919,-0.843
270.93,-0.565
270.941,-0.296
270.952,0.024
270.963,0.187
270.974,0.148
270.985,0.62
270.996,0.897
271.007,1.011
271.018,2.257
271.029,2.641
271.04,2.462
271.051,0.655
271.061,0.071
271.072,-0.663
271.083,-0.885
271.094,-0.927
271.105,-0.863
271.116,-0.836
271.127,-0.69
271.138,-0.686
271.149,-0.541
271.16,-0.165
271.171,-0.242
271.182,-0.063
271.193,-0.365
271.204,-0.36
271.215,-0.266
271.226,-0.344
271.236,0.027
271.247,-0.074
271.258,0.019
271.269,-0.215
271.28,-0.47
271.291,-0.53
271.302,-0.822
271.313,-0.948
271.324,-0.827
271.335,-0.871
271.346,-0.884
271.357,-0.896
271.368,-0.877
271.379,-0.891
271.39,-0.719
271.401,-0.354
271.411,-0.206
271.422,-0.44
271.433,0.015
271.444,0.125
271.455,0.317
271.466,0.479
271.477,0.446
271.488,-0.103
271.499,-0.247
271.51,-0.495
271.521,-0.9
271.532,-0.989
271.543,-0.927
271.554,-0.827
271.565,-0.676
271.576,-0.816
271.587,-0.708
271.598,-0.802
271.608,-0.732
271.619,-0.857
271.63,-0.802
271.641,-0.44
271.652,-0.295
271.663,-0.45
271.674,-0.1
271.685,0.099
271.696,0.553
271.707,0.309
271.718,0.432
271.729,0.151
271.74,-0.145
271.751,-0.094
271.762,-0.546
271.773,-0.734
271.784,-0.839
271.794,-0.815
271.805,-0.895
271.816,-0.406
271.827,-0.247
271.838,-0.292
271.849,0.317
271.86,0.933
271.871,0.551
